magnitude,depth_km,tsunami_flag,severity_label
4.51,8.03,0,MODERATE
4.87,19.5,0,MODERATE
4.68,138.85,0,MODERATE
5.86,230.96,0,MODERATE
5.37,120.93,0,MODERATE
6.08,161.82,0,MODERATE
4.65,248.74,0,MODERATE
4.69,141.36,0,MODERATE
5.36,350.32,0,MODERATE
5.34,282.39,0,MODERATE
6.19,56.94,0,MODERATE
4.97,160.86,0,MODERATE
5.22,167.35,0,MODERATE
6.04,287.04,0,MODERATE
5.53,127.2,0,MODERATE
5.9,382.25,0,MODERATE
5.9,5.62,0,MODERATE
5.58,25.2,0,MODERATE
4.94,28.51,0,MODERATE
5.53,276.2,0,MODERATE
4.69,156.62,0,MODERATE
5.28,150.78,0,MODERATE
4.71,170.48,0,MODERATE
5.78,33.05,0,MODERATE
4.64,145.13,0,MODERATE
6.1,269.09,0,MODERATE
5.65,147.96,0,MODERATE
5.51,9.0,0,MODERATE
5.58,365.75,0,MODERATE
5.54,350.11,0,MODERATE
5.73,52.62,0,MODERATE
6.03,31.25,0,MODERATE
5.41,61.14,0,MODERATE
4.52,171.7,0,MODERATE
5.0,196.97,0,MODERATE
5.48,22.28,0,MODERATE
4.71,225.66,0,MODERATE
5.08,293.02,0,MODERATE
5.61,339.01,0,MODERATE
5.68,174.82,0,MODERATE
5.64,113.78,0,MODERATE
5.02,316.65,0,MODERATE
5.26,320.36,0,MODERATE
5.9,343.74,0,MODERATE
6.06,175.24,0,MODERATE
5.04,234.97,0,MODERATE
5.13,242.42,0,MODERATE
5.7,276.92,0,MODERATE
5.14,70.91,0,MODERATE
5.23,61.32,0,MODERATE
6.01,141.62,0,MODERATE
4.76,15.05,0,MODERATE
5.6,256.58,0,MODERATE
5.08,33.33,0,MODERATE
5.2,127.93,0,MODERATE
5.65,244.28,0,MODERATE
5.12,91.07,0,MODERATE
6.18,184.33,0,MODERATE
5.67,60.52,0,MODERATE
5.33,15.88,0,MODERATE
5.36,385.79,0,MODERATE
5.15,20.4,0,MODERATE
4.55,158.25,0,MODERATE
4.77,14.22,0,MODERATE
5.79,186.12,0,MODERATE
4.99,360.53,0,MODERATE
4.7,382.59,0,MODERATE
5.03,355.92,0,MODERATE
5.53,331.55,0,MODERATE
6.17,118.92,0,MODERATE
6.13,158.85,0,MODERATE
5.16,139.45,0,MODERATE
5.42,65.89,0,MODERATE
5.44,218.97,0,MODERATE
5.8,334.29,0,MODERATE
5.25,124.42,0,MODERATE
4.94,81.88,0,MODERATE
4.6,140.27,0,MODERATE
4.96,386.73,0,MODERATE
5.45,142.17,0,MODERATE
5.49,59.98,0,MODERATE
5.25,252.36,0,MODERATE
5.33,163.7,0,MODERATE
6.19,352.72,0,MODERATE
5.56,229.9,0,MODERATE
5.56,84.52,0,MODERATE
5.17,20.59,0,MODERATE
5.31,219.49,0,MODERATE
4.89,385.79,0,MODERATE
6.05,290.25,0,MODERATE
5.41,348.64,0,MODERATE
4.72,317.25,0,MODERATE
4.71,318.71,0,MODERATE
4.97,351.45,0,MODERATE
6.1,63.77,0,MODERATE
5.29,392.49,0,MODERATE
5.32,346.1,0,MODERATE
5.5,153.26,0,MODERATE
4.99,85.27,0,MODERATE
5.8,157.68,0,MODERATE
5.37,199.47,0,MODERATE
5.48,346.9,0,MODERATE
6.17,166.0,0,MODERATE
5.91,306.99,0,MODERATE
5.47,382.64,0,MODERATE
4.84,48.16,0,MODERATE
5.95,178.46,0,MODERATE
5.94,357.77,0,MODERATE
4.61,353.97,0,MODERATE
5.26,206.62,0,MODERATE
5.57,370.92,0,MODERATE
4.53,193.35,0,MODERATE
5.67,290.47,0,MODERATE
5.68,58.1,0,MODERATE
5.01,146.69,0,MODERATE
5.87,115.11,0,MODERATE
4.86,383.19,0,MODERATE
4.52,399.14,0,MODERATE
5.65,332.25,0,MODERATE
5.0,10.65,0,MODERATE
5.75,334.49,0,MODERATE
5.76,61.43,0,MODERATE
5.78,308.72,0,MODERATE
5.62,307.62,0,MODERATE
5.94,247.37,0,MODERATE
4.65,197.61,0,MODERATE
4.63,165.98,0,MODERATE
5.19,31.07,0,MODERATE
5.09,48.84,0,MODERATE
5.87,379.34,0,MODERATE
4.62,382.27,0,MODERATE
5.39,123.33,0,MODERATE
4.63,202.75,0,MODERATE
5.85,284.3,0,MODERATE
4.59,33.8,0,MODERATE
5.18,121.64,0,MODERATE
4.9,116.0,0,MODERATE
5.87,372.05,0,MODERATE
5.19,362.91,0,MODERATE
5.05,193.19,0,MODERATE
4.88,257.99,0,MODERATE
6.16,243.38,0,MODERATE
5.11,260.89,0,MODERATE
4.71,356.02,0,MODERATE
5.36,182.49,0,MODERATE
5.5,251.79,0,MODERATE
4.62,274.63,0,MODERATE
4.91,287.01,0,MODERATE
5.9,322.56,0,MODERATE
5.44,210.47,0,MODERATE
4.74,311.26,0,MODERATE
4.96,201.19,0,MODERATE
4.98,57.86,0,MODERATE
5.57,26.46,0,MODERATE
5.77,130.45,0,MODERATE
4.5,206.9,0,MODERATE
4.58,114.09,0,MODERATE
5.7,29.76,0,MODERATE
5.93,6.51,0,MODERATE
4.92,297.66,0,MODERATE
5.04,45.25,0,MODERATE
5.11,111.81,0,MODERATE
5.93,128.77,0,MODERATE
5.84,357.29,0,MODERATE
5.24,364.43,0,MODERATE
5.14,385.81,0,MODERATE
4.65,276.37,0,MODERATE
5.34,158.12,0,MODERATE
5.58,283.02,0,MODERATE
4.51,70.95,0,MODERATE
5.71,268.22,0,MODERATE
6.14,305.61,0,MODERATE
6.12,282.5,0,MODERATE
5.01,46.62,0,MODERATE
5.83,259.44,0,MODERATE
4.58,147.22,0,MODERATE
6.13,202.66,0,MODERATE
5.24,185.79,0,MODERATE
4.86,150.64,0,MODERATE
5.13,25.68,0,MODERATE
5.8,169.52,0,MODERATE
5.9,340.89,0,MODERATE
4.86,264.65,0,MODERATE
5.3,352.66,0,MODERATE
4.87,272.74,0,MODERATE
5.53,121.64,0,MODERATE
4.73,262.4,0,MODERATE
5.76,129.67,0,MODERATE
5.6,161.08,0,MODERATE
5.71,83.69,0,MODERATE
6.01,118.53,0,MODERATE
5.13,27.95,0,MODERATE
4.69,208.77,0,MODERATE
4.95,335.01,0,MODERATE
4.52,154.74,0,MODERATE
5.07,12.63,0,MODERATE
4.71,168.39,0,MODERATE
5.34,164.69,0,MODERATE
5.4,240.08,0,MODERATE
4.52,188.32,0,MODERATE
6.14,210.02,0,MODERATE
5.65,128.19,0,MODERATE
5.82,310.3,0,MODERATE
5.39,390.53,0,MODERATE
4.71,11.69,0,MODERATE
5.81,323.83,0,MODERATE
4.7,109.91,0,MODERATE
4.53,120.86,0,MODERATE
5.81,209.59,0,MODERATE
5.09,151.84,0,MODERATE
4.5,123.42,0,MODERATE
5.6,389.81,0,MODERATE
5.94,14.32,0,MODERATE
6.03,314.36,0,MODERATE
5.83,185.91,0,MODERATE
5.18,124.65,0,MODERATE
4.61,95.15,0,MODERATE
4.92,196.21,0,MODERATE
5.77,192.15,0,MODERATE
4.6,383.33,0,MODERATE
6.1,315.15,0,MODERATE
6.19,220.07,0,MODERATE
6.14,34.86,0,MODERATE
5.12,94.03,0,MODERATE
4.83,60.62,0,MODERATE
5.56,313.62,0,MODERATE
5.48,63.05,0,MODERATE
5.88,256.2,0,MODERATE
5.16,271.28,0,MODERATE
4.94,141.35,0,MODERATE
6.06,119.75,0,MODERATE
5.3,356.61,0,MODERATE
5.7,29.57,0,MODERATE
4.75,8.1,0,MODERATE
5.57,181.83,0,MODERATE
4.73,383.38,0,MODERATE
5.4,100.55,0,MODERATE
5.35,273.45,0,MODERATE
4.63,113.51,0,MODERATE
5.87,186.57,0,MODERATE
5.43,175.96,0,MODERATE
4.57,70.47,0,MODERATE
5.26,87.63,0,MODERATE
4.58,338.24,0,MODERATE
6.17,318.29,0,MODERATE
5.95,100.58,0,MODERATE
6.13,82.79,0,MODERATE
6.12,397.95,0,MODERATE
5.71,392.55,0,MODERATE
5.47,107.52,0,MODERATE
5.24,239.46,0,MODERATE
4.62,250.83,0,MODERATE
6.17,80.09,0,MODERATE
5.85,363.62,0,MODERATE
6.1,384.25,0,MODERATE
5.39,391.04,0,MODERATE
5.79,68.86,0,MODERATE
5.31,288.74,0,MODERATE
4.92,258.04,0,MODERATE
5.63,69.27,0,MODERATE
5.46,309.79,0,MODERATE
5.35,9.78,0,MODERATE
4.52,146.03,0,MODERATE
6.07,95.33,0,MODERATE
5.58,92.72,0,MODERATE
5.05,339.98,0,MODERATE
5.74,42.68,0,MODERATE
5.23,16.52,0,MODERATE
5.32,266.66,0,MODERATE
4.7,119.11,0,MODERATE
5.18,368.21,0,MODERATE
6.19,22.74,0,MODERATE
5.79,151.83,0,MODERATE
5.17,302.93,0,MODERATE
6.06,380.62,0,MODERATE
5.48,146.06,0,MODERATE
5.84,104.15,0,MODERATE
5.46,146.64,0,MODERATE
5.62,99.96,0,MODERATE
4.83,367.7,0,MODERATE
4.67,204.85,0,MODERATE
4.88,20.38,0,MODERATE
4.56,74.21,0,MODERATE
5.97,116.58,0,MODERATE
6.12,234.74,0,MODERATE
5.24,234.14,0,MODERATE
5.38,304.72,0,MODERATE
4.98,144.45,0,MODERATE
6.02,378.85,0,MODERATE
6.02,170.68,0,MODERATE
5.83,193.15,0,MODERATE
5.35,85.85,0,MODERATE
5.5,78.52,0,MODERATE
5.06,342.74,0,MODERATE
4.85,33.11,0,MODERATE
4.62,376.61,0,MODERATE
5.36,166.72,0,MODERATE
5.88,335.15,0,MODERATE
5.06,278.98,0,MODERATE
5.81,263.59,0,MODERATE
4.76,350.97,0,MODERATE
5.42,116.58,0,MODERATE
5.22,19.84,0,MODERATE
4.72,307.39,0,MODERATE
4.5,169.54,0,MODERATE
5.39,26.58,0,MODERATE
6.15,94.32,0,MODERATE
5.02,125.06,0,MODERATE
4.89,5.58,0,MODERATE
5.74,386.9,0,MODERATE
4.88,266.9,0,MODERATE
5.76,340.13,0,MODERATE
5.22,124.66,0,MODERATE
5.05,286.49,0,MODERATE
5.89,76.74,0,MODERATE
5.13,361.27,0,MODERATE
5.87,394.02,0,MODERATE
5.78,160.31,0,MODERATE
5.5,266.1,0,MODERATE
4.63,220.08,0,MODERATE
5.71,71.09,0,MODERATE
5.83,235.59,0,MODERATE
6.12,21.76,0,MODERATE
4.95,242.61,0,MODERATE
5.0,287.2,0,MODERATE
5.79,45.49,0,MODERATE
5.37,206.01,0,MODERATE
5.13,373.51,0,MODERATE
5.91,280.4,0,MODERATE
5.71,187.38,0,MODERATE
6.07,279.37,0,MODERATE
5.74,345.37,0,MODERATE
4.97,323.79,0,MODERATE
4.83,141.41,0,MODERATE
5.07,391.52,0,MODERATE
5.96,281.96,0,MODERATE
5.74,227.02,0,MODERATE
6.11,201.02,0,MODERATE
5.15,69.4,0,MODERATE
5.84,295.11,0,MODERATE
5.15,14.95,0,MODERATE
5.93,9.51,0,MODERATE
5.7,388.25,0,MODERATE
5.24,97.81,0,MODERATE
5.7,327.77,0,MODERATE
5.43,386.98,0,MODERATE
4.59,204.39,0,MODERATE
5.72,345.74,0,MODERATE
4.8,321.0,0,MODERATE
5.44,161.64,0,MODERATE
4.72,346.79,0,MODERATE
4.77,127.37,0,MODERATE
4.99,349.21,0,MODERATE
5.64,319.69,0,MODERATE
4.93,251.83,0,MODERATE
5.47,333.97,0,MODERATE
6.04,9.8,0,MODERATE
5.65,25.48,0,MODERATE
5.43,118.61,0,MODERATE
5.02,144.42,0,MODERATE
5.56,136.95,0,MODERATE
5.75,164.79,0,MODERATE
4.62,314.59,0,MODERATE
4.99,175.94,0,MODERATE
5.67,136.32,0,MODERATE
4.6,152.7,0,MODERATE
6.11,258.49,0,MODERATE
5.64,254.75,0,MODERATE
4.84,170.24,0,MODERATE
5.78,45.04,0,MODERATE
4.97,114.15,0,MODERATE
5.23,392.25,0,MODERATE
4.61,209.89,0,MODERATE
4.8,388.42,0,MODERATE
4.69,164.42,0,MODERATE
5.75,283.3,0,MODERATE
5.22,141.88,0,MODERATE
5.18,109.39,0,MODERATE
4.85,195.8,0,MODERATE
4.96,118.55,0,MODERATE
5.62,387.57,0,MODERATE
5.53,35.41,0,MODERATE
4.63,380.81,0,MODERATE
5.01,41.37,0,MODERATE
5.52,251.34,0,MODERATE
5.6,110.62,0,MODERATE
4.53,386.18,0,MODERATE
4.93,272.03,0,MODERATE
5.7,245.95,0,MODERATE
5.03,112.08,0,MODERATE
5.52,347.11,0,MODERATE
6.11,46.83,0,MODERATE
4.76,378.17,0,MODERATE
5.75,353.78,0,MODERATE
4.84,237.1,0,MODERATE
5.69,273.64,0,MODERATE
5.19,11.08,0,MODERATE
5.49,104.98,0,MODERATE
5.27,383.24,0,MODERATE
5.18,336.72,0,MODERATE
4.82,270.62,0,MODERATE
6.16,45.25,0,MODERATE
4.51,176.27,0,MODERATE
4.66,300.61,0,MODERATE
6.05,176.44,0,MODERATE
4.94,176.59,0,MODERATE
5.73,8.58,0,MODERATE
5.5,247.25,0,MODERATE
5.58,100.6,0,MODERATE
5.71,41.1,0,MODERATE
4.84,351.6,0,MODERATE
5.76,10.43,0,MODERATE
4.92,89.69,0,MODERATE
4.96,102.79,0,MODERATE
4.61,186.28,0,MODERATE
5.75,244.66,0,MODERATE
5.64,37.05,0,MODERATE
6.12,336.2,0,MODERATE
5.87,330.08,0,MODERATE
6.09,219.98,0,MODERATE
4.84,248.63,0,MODERATE
5.76,296.48,0,MODERATE
5.39,32.04,0,MODERATE
5.13,368.7,0,MODERATE
5.49,217.64,0,MODERATE
4.96,150.54,0,MODERATE
6.02,268.25,0,MODERATE
5.84,184.47,0,MODERATE
5.57,103.11,0,MODERATE
5.7,173.9,0,MODERATE
5.25,261.48,0,MODERATE
6.09,30.28,0,MODERATE
5.9,120.49,0,MODERATE
5.25,13.66,0,MODERATE
5.01,203.54,0,MODERATE
4.6,198.98,0,MODERATE
6.08,46.63,0,MODERATE
5.8,166.82,0,MODERATE
5.61,107.79,0,MODERATE
4.77,68.38,0,MODERATE
4.62,78.33,0,MODERATE
5.63,353.27,0,MODERATE
5.88,275.63,0,MODERATE
4.69,119.23,0,MODERATE
5.03,103.73,0,MODERATE
5.38,216.54,0,MODERATE
5.11,144.75,0,MODERATE
5.91,316.77,0,MODERATE
5.02,365.95,0,MODERATE
6.12,134.06,0,MODERATE
5.1,204.73,0,MODERATE
6.1,351.15,0,MODERATE
4.67,160.13,0,MODERATE
5.44,203.74,0,MODERATE
4.83,344.23,0,MODERATE
5.65,335.97,0,MODERATE
5.96,300.6,0,MODERATE
5.25,246.17,0,MODERATE
4.77,271.09,0,MODERATE
4.8,279.11,0,MODERATE
4.89,51.43,0,MODERATE
4.78,5.79,0,MODERATE
5.72,294.3,0,MODERATE
5.38,68.74,0,MODERATE
4.64,12.56,0,MODERATE
4.78,356.89,0,MODERATE
4.91,144.94,0,MODERATE
4.68,92.83,0,MODERATE
5.38,245.06,0,MODERATE
4.92,27.8,0,MODERATE
5.16,97.51,0,MODERATE
4.87,384.15,0,MODERATE
5.55,224.97,0,MODERATE
5.21,174.43,0,MODERATE
5.42,280.09,0,MODERATE
5.69,72.82,0,MODERATE
5.35,167.72,0,MODERATE
5.98,254.41,0,MODERATE
5.41,50.58,0,MODERATE
5.53,51.3,0,MODERATE
5.07,61.42,0,MODERATE
5.68,86.47,0,MODERATE
5.17,358.79,0,MODERATE
4.85,205.58,0,MODERATE
5.21,12.16,0,MODERATE
5.85,32.27,0,MODERATE
5.31,226.47,0,MODERATE
5.57,277.01,0,MODERATE
4.93,8.94,0,MODERATE
5.73,216.58,0,MODERATE
5.92,329.45,0,MODERATE
5.93,196.61,0,MODERATE
5.07,317.67,0,MODERATE
5.27,77.46,0,MODERATE
5.95,353.61,0,MODERATE
5.29,34.9,0,MODERATE
5.16,322.4,0,MODERATE
6.03,85.37,0,MODERATE
4.61,351.55,0,MODERATE
5.16,219.0,0,MODERATE
6.15,31.29,0,MODERATE
5.6,34.27,0,MODERATE
5.14,322.51,0,MODERATE
3.5,698.04,0,MINOR
3.79,228.21,0,MINOR
3.01,248.61,0,MINOR
3.36,52.76,0,MINOR
3.35,327.65,0,MINOR
4.16,461.43,0,MINOR
4.13,10.81,0,MINOR
3.0,464.87,0,MINOR
3.61,8.69,0,MINOR
4.35,542.1,0,MINOR
3.76,51.19,0,MINOR
4.26,410.68,0,MINOR
4.3,527.46,0,MINOR
4.35,365.02,0,MINOR
2.82,471.45,0,MINOR
3.93,520.87,0,MINOR
2.89,140.51,0,MINOR
4.55,526.23,0,MINOR
4.59,532.31,0,MINOR
3.87,459.62,0,MINOR
4.54,407.27,0,MINOR
3.95,113.75,0,MINOR
3.59,502.9,0,MINOR
3.12,145.57,0,MINOR
3.22,172.84,0,MINOR
2.99,300.27,0,MINOR
4.59,357.41,0,MINOR
2.93,58.5,0,MINOR
4.1,271.05,0,MINOR
4.39,463.36,0,MINOR
4.33,194.0,0,MINOR
4.09,188.52,0,MINOR
4.66,447.28,0,MINOR
3.25,192.31,0,MINOR
2.94,487.78,0,MINOR
3.0,418.74,0,MINOR
3.11,465.07,0,MINOR
4.37,545.73,0,MINOR
4.25,135.47,0,MINOR
2.7,490.77,0,MINOR
3.35,305.48,0,MINOR
2.57,185.41,0,MINOR
2.58,616.03,0,MINOR
3.06,392.35,0,MINOR
2.59,468.46,0,MINOR
3.24,629.05,0,MINOR
4.54,231.08,0,MINOR
4.57,697.33,0,MINOR
4.4,592.19,0,MINOR
3.07,405.81,0,MINOR
2.65,70.97,0,MINOR
4.8,232.01,0,MINOR
4.22,565.63,0,MINOR
4.47,698.35,0,MINOR
3.06,33.04,0,MINOR
3.45,95.41,0,MINOR
2.55,255.5,0,MINOR
4.3,398.5,0,MINOR
3.22,459.77,0,MINOR
3.03,15.0,0,MINOR
4.26,438.5,0,MINOR
4.25,32.06,0,MINOR
4.43,435.57,0,MINOR
3.8,439.11,0,MINOR
4.49,412.92,0,MINOR
3.84,693.52,0,MINOR
4.24,312.39,0,MINOR
4.13,275.52,0,MINOR
3.03,419.81,0,MINOR
4.63,650.75,0,MINOR
3.29,371.74,0,MINOR
2.99,696.96,0,MINOR
4.76,456.41,0,MINOR
4.35,501.99,0,MINOR
3.86,42.08,0,MINOR
3.55,473.98,0,MINOR
4.06,264.32,0,MINOR
4.67,121.31,0,MINOR
3.65,485.16,0,MINOR
4.1,455.8,0,MINOR
3.13,113.56,0,MINOR
3.96,421.51,0,MINOR
2.91,495.07,0,MINOR
3.55,469.09,0,MINOR
4.43,122.96,0,MINOR
2.54,546.48,0,MINOR
3.9,491.25,0,MINOR
4.43,562.95,0,MINOR
4.71,377.47,0,MINOR
3.62,284.31,0,MINOR
2.85,402.96,0,MINOR
3.14,645.31,0,MINOR
3.84,417.02,0,MINOR
3.32,41.13,0,MINOR
2.57,299.22,0,MINOR
2.69,426.76,0,MINOR
4.53,618.63,0,MINOR
4.02,151.81,0,MINOR
4.48,620.83,0,MINOR
2.95,517.51,0,MINOR
3.16,562.84,0,MINOR
4.79,25.87,0,MINOR
4.56,437.73,0,MINOR
4.74,328.18,0,MINOR
4.45,48.36,0,MINOR
3.27,51.58,0,MINOR
4.74,572.8,0,MINOR
4.46,656.89,0,MINOR
2.7,272.99,0,MINOR
2.66,151.5,0,MINOR
3.03,331.03,0,MINOR
3.12,75.18,0,MINOR
2.89,107.36,0,MINOR
4.74,532.71,0,MINOR
4.73,310.62,0,MINOR
3.14,559.81,0,MINOR
3.25,213.07,0,MINOR
3.03,95.13,0,MINOR
3.09,251.95,0,MINOR
4.05,48.48,0,MINOR
2.98,567.27,0,MINOR
2.84,243.14,0,MINOR
4.49,112.67,0,MINOR
2.69,341.75,0,MINOR
3.2,396.57,0,MINOR
4.35,100.32,0,MINOR
3.84,356.33,0,MINOR
2.83,438.68,0,MINOR
3.13,344.04,0,MINOR
2.69,324.41,0,MINOR
3.2,576.55,0,MINOR
2.63,295.93,0,MINOR
3.55,508.88,0,MINOR
3.82,468.71,0,MINOR
4.29,604.23,0,MINOR
3.22,378.93,0,MINOR
4.43,692.67,0,MINOR
4.55,263.17,0,MINOR
2.95,345.13,0,MINOR
4.21,347.34,0,MINOR
3.61,587.57,0,MINOR
3.33,602.56,0,MINOR
3.44,233.12,0,MINOR
3.54,534.9,0,MINOR
2.79,141.51,0,MINOR
4.69,126.97,0,MINOR
3.81,407.62,0,MINOR
3.63,453.1,0,MINOR
3.03,389.1,0,MINOR
3.36,464.86,0,MINOR
2.82,401.76,0,MINOR
2.93,198.66,0,MINOR
3.0,132.07,0,MINOR
4.4,203.57,0,MINOR
4.63,679.1,0,MINOR
3.81,104.39,0,MINOR
3.36,559.42,0,MINOR
3.34,65.48,0,MINOR
3.78,592.36,0,MINOR
4.33,126.71,0,MINOR
4.05,158.25,0,MINOR
3.0,612.48,0,MINOR
3.07,187.96,0,MINOR
2.5,610.11,0,MINOR
4.32,440.99,0,MINOR
4.23,110.67,0,MINOR
3.55,249.1,0,MINOR
2.72,342.86,0,MINOR
4.62,32.84,0,MINOR
3.17,149.24,0,MINOR
3.05,636.36,0,MINOR
3.58,329.08,0,MINOR
4.25,112.37,0,MINOR
3.62,303.84,0,MINOR
3.87,699.69,0,MINOR
4.27,281.52,0,MINOR
4.4,123.64,0,MINOR
2.57,147.09,0,MINOR
3.28,359.85,0,MINOR
3.91,637.87,0,MINOR
3.67,353.39,0,MINOR
2.62,29.26,0,MINOR
3.77,309.53,0,MINOR
4.43,116.67,0,MINOR
2.56,317.08,0,MINOR
3.05,39.48,0,MINOR
4.17,82.56,0,MINOR
3.9,200.33,0,MINOR
2.9,268.93,0,MINOR
4.34,277.51,0,MINOR
4.23,92.21,0,MINOR
4.28,169.67,0,MINOR
4.06,398.22,0,MINOR
4.64,274.19,0,MINOR
2.65,18.31,0,MINOR
4.4,369.69,0,MINOR
4.28,167.93,0,MINOR
3.29,25.92,0,MINOR
4.71,469.17,0,MINOR
4.65,189.52,0,MINOR
3.91,476.56,0,MINOR
3.23,594.44,0,MINOR
4.68,619.97,0,MINOR
4.2,197.84,0,MINOR
3.15,674.54,0,MINOR
2.52,502.65,0,MINOR
4.12,437.77,0,MINOR
4.78,221.76,0,MINOR
3.28,59.86,0,MINOR
3.52,186.43,0,MINOR
3.29,585.03,0,MINOR
4.65,134.08,0,MINOR
3.36,650.4,0,MINOR
2.64,69.19,0,MINOR
2.87,418.67,0,MINOR
2.85,677.81,0,MINOR
3.53,353.55,0,MINOR
3.07,332.32,0,MINOR
4.02,527.07,0,MINOR
4.23,406.63,0,MINOR
4.58,573.1,0,MINOR
4.24,43.65,0,MINOR
2.52,152.65,0,MINOR
4.03,290.78,0,MINOR
3.43,619.79,0,MINOR
4.56,636.88,0,MINOR
3.22,485.28,0,MINOR
3.12,137.47,0,MINOR
2.92,242.76,0,MINOR
3.49,582.51,0,MINOR
2.78,515.77,0,MINOR
3.72,205.12,0,MINOR
3.63,213.46,0,MINOR
3.87,306.52,0,MINOR
2.88,86.03,0,MINOR
3.76,632.18,0,MINOR
3.29,514.44,0,MINOR
4.01,652.43,0,MINOR
4.39,398.79,0,MINOR
4.01,629.38,0,MINOR
3.42,232.12,0,MINOR
2.52,579.45,0,MINOR
4.34,77.6,0,MINOR
3.83,327.47,0,MINOR
2.77,686.49,0,MINOR
2.99,51.73,0,MINOR
3.87,518.51,0,MINOR
2.57,462.81,0,MINOR
3.72,76.77,0,MINOR
2.9,399.74,0,MINOR
3.18,657.13,0,MINOR
4.38,688.58,0,MINOR
3.1,678.96,0,MINOR
3.49,246.53,0,MINOR
2.62,41.67,0,MINOR
4.09,323.26,0,MINOR
3.02,431.71,0,MINOR
3.08,406.45,0,MINOR
3.33,577.37,0,MINOR
4.39,336.76,0,MINOR
3.31,256.98,0,MINOR
4.35,233.08,0,MINOR
2.98,63.86,0,MINOR
3.57,340.08,0,MINOR
4.43,158.76,0,MINOR
3.38,566.84,0,MINOR
4.39,272.3,0,MINOR
3.56,215.78,0,MINOR
4.64,87.46,0,MINOR
4.65,480.29,0,MINOR
3.72,27.7,0,MINOR
3.59,288.38,0,MINOR
2.87,461.2,0,MINOR
4.73,395.72,0,MINOR
4.14,52.57,0,MINOR
3.46,85.87,0,MINOR
3.91,657.25,0,MINOR
4.02,58.38,0,MINOR
3.32,387.71,0,MINOR
3.43,584.38,0,MINOR
4.37,430.22,0,MINOR
3.36,182.46,0,MINOR
2.74,251.65,0,MINOR
3.45,474.7,0,MINOR
4.01,53.73,0,MINOR
3.41,131.34,0,MINOR
2.86,579.97,0,MINOR
2.6,296.33,0,MINOR
2.89,616.13,0,MINOR
3.78,165.81,0,MINOR
3.66,513.38,0,MINOR
4.7,158.21,0,MINOR
4.54,654.34,0,MINOR
4.61,446.61,0,MINOR
3.95,285.23,0,MINOR
4.23,374.25,0,MINOR
4.06,302.78,0,MINOR
4.18,578.01,0,MINOR
2.84,583.89,0,MINOR
3.74,592.04,0,MINOR
3.49,268.43,0,MINOR
4.6,179.56,0,MINOR
4.44,341.39,0,MINOR
3.68,219.39,0,MINOR
3.82,231.02,0,MINOR
2.59,194.04,0,MINOR
2.51,684.96,0,MINOR
4.72,279.63,0,MINOR
4.18,245.34,0,MINOR
4.04,564.77,0,MINOR
4.68,283.15,0,MINOR
4.3,189.82,0,MINOR
4.78,22.91,0,MINOR
3.89,463.36,0,MINOR
4.08,88.67,0,MINOR
4.66,130.92,0,MINOR
3.93,159.76,0,MINOR
3.21,384.79,0,MINOR
3.46,116.36,0,MINOR
2.89,295.61,0,MINOR
4.24,629.09,0,MINOR
2.69,278.21,0,MINOR
2.73,16.53,0,MINOR
4.02,423.7,0,MINOR
2.87,167.5,0,MINOR
2.55,585.29,0,MINOR
4.74,99.14,0,MINOR
3.03,608.54,0,MINOR
4.63,296.64,0,MINOR
2.62,32.38,0,MINOR
3.82,278.06,0,MINOR
2.57,410.36,0,MINOR
2.53,552.22,0,MINOR
3.2,32.98,0,MINOR
3.85,281.39,0,MINOR
4.74,383.22,0,MINOR
3.13,498.06,0,MINOR
3.12,633.45,0,MINOR
3.36,387.16,0,MINOR
2.62,301.15,0,MINOR
4.41,564.93,0,MINOR
3.02,162.12,0,MINOR
4.38,651.63,0,MINOR
2.72,317.79,0,MINOR
3.28,610.13,0,MINOR
2.69,151.73,0,MINOR
4.23,40.65,0,MINOR
3.63,312.26,0,MINOR
3.27,279.23,0,MINOR
3.72,117.15,0,MINOR
3.82,564.78,0,MINOR
4.25,111.96,0,MINOR
2.84,191.38,0,MINOR
3.33,288.88,0,MINOR
4.06,44.39,0,MINOR
2.58,277.38,0,MINOR
4.1,139.44,0,MINOR
3.98,185.58,0,MINOR
4.54,627.5,0,MINOR
3.18,164.85,0,MINOR
3.45,172.17,0,MINOR
4.05,579.11,0,MINOR
4.05,577.92,0,MINOR
3.41,113.64,0,MINOR
4.2,255.53,0,MINOR
4.04,193.1,0,MINOR
2.69,694.84,0,MINOR
2.86,691.95,0,MINOR
4.75,556.7,0,MINOR
4.02,406.58,0,MINOR
4.49,206.16,0,MINOR
3.58,435.48,0,MINOR
3.45,302.1,0,MINOR
3.26,397.14,0,MINOR
4.46,145.06,0,MINOR
4.65,483.92,0,MINOR
4.39,391.55,0,MINOR
4.29,16.26,0,MINOR
4.38,32.9,0,MINOR
4.55,694.41,0,MINOR
3.18,151.17,0,MINOR
4.26,180.85,0,MINOR
4.49,76.48,0,MINOR
2.79,685.51,0,MINOR
4.05,593.59,0,MINOR
3.25,475.16,0,MINOR
3.87,424.19,0,MINOR
4.07,404.87,0,MINOR
3.49,196.77,0,MINOR
4.27,162.26,0,MINOR
4.09,167.17,0,MINOR
3.94,524.22,0,MINOR
3.0,46.66,0,MINOR
2.8,426.17,0,MINOR
4.45,36.27,0,MINOR
