severity_code,severity_label,population,disaster_type_code,disaster_type_label,water_purification_units,emergency_shelter_kits,medical_supply_crates,sar_equipment_sets,communication_radios,portable_generators,food_ration_packages,thermal_blankets,first_aid_stations,evacuation_vehicles
0,NONE,2515048,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1739886,1,cyclone,11500,10575,5714,3789,4394,5643,11416,15341,1633,2437
1,MINOR,4936951,1,cyclone,3023,3557,1471,797,1119,702,3301,4052,464,540
0,NONE,2072551,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3326425,1,cyclone,18964,22797,11745,8980,9612,10457,21931,22457,3416,3939
1,MINOR,1673783,1,cyclone,1136,1154,408,297,396,260,1163,1197,176,185
0,NONE,1880352,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,2025321,1,cyclone,19482,32408,15592,11580,11976,16835,26217,29533,6767,8817
4,CATASTROPHIC,2233232,1,cyclone,27247,31259,14307,11408,12278,17283,29030,33674,6482,8480
4,CATASTROPHIC,3739919,1,cyclone,45700,55466,26187,22167,22973,29394,46517,57398,10179,15198
0,NONE,4490812,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4025481,0,earthquake,7340,6889,4218,4582,4535,2155,8565,9417,2079,2142
3,SEVERE,1952361,1,cyclone,12360,12256,5915,5697,4189,5548,12763,15435,1564,2648
3,SEVERE,4689825,1,cyclone,33823,32549,13085,10813,11556,15596,30488,32804,5367,4820
4,CATASTROPHIC,677578,0,earthquake,6287,7054,4937,5319,3338,3525,6786,6107,1574,2120
1,MINOR,1680913,1,cyclone,1186,1280,538,255,422,249,1079,1159,132,226
3,SEVERE,251442,0,earthquake,1100,1342,685,819,529,456,1248,1411,203,259
1,MINOR,4700671,1,cyclone,2938,3039,1774,783,1197,785,2621,4143,352,520
4,CATASTROPHIC,1419702,0,earthquake,16089,13787,8923,9088,7574,8700,13453,17247,4254,4139
3,SEVERE,2101794,0,earthquake,12302,8654,5529,5963,4053,4819,10560,10306,1834,2330
1,MINOR,2023106,0,earthquake,1063,949,705,373,450,206,1037,812,157,197
1,MINOR,3133105,1,cyclone,2089,2087,910,450,665,456,2271,2106,339,345
4,CATASTROPHIC,4542429,0,earthquake,50630,51210,35148,32897,25190,22580,48246,44494,12187,14805
2,MODERATE,456082,0,earthquake,934,775,447,441,444,249,1015,902,196,230
1,MINOR,3715222,1,cyclone,2449,2499,1136,570,811,553,2391,3308,341,438
4,CATASTROPHIC,4650325,1,cyclone,61941,64178,33825,29809,29221,35637,55149,79631,11988,13885
0,NONE,2442716,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,3443214,1,cyclone,40256,44697,19158,20724,23556,25133,44891,50120,9482,13269
3,SEVERE,1897678,1,cyclone,9385,13453,4975,3397,4394,5829,13252,15743,2063,2482
2,MODERATE,276786,1,cyclone,783,816,293,213,310,233,683,854,140,190
1,MINOR,4273487,0,earthquake,2533,1757,1490,870,991,410,2023,1877,460,449
0,NONE,2906809,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4056150,1,cyclone,2365,2938,1291,685,1022,565,2233,2923,359,507
4,CATASTROPHIC,3179249,0,earthquake,34571,32341,22252,21563,17454,12986,27957,37600,8340,10044
3,SEVERE,461833,1,cyclone,3027,3454,1428,1115,1078,1396,3147,3556,479,628
2,MODERATE,3514734,1,cyclone,8015,10775,3951,3266,4048,2510,8277,10869,1886,2000
2,MODERATE,1869060,1,cyclone,4918,4229,2084,1560,2237,1376,4598,5414,1006,1063
4,CATASTROPHIC,2991002,0,earthquake,35500,27653,17450,16745,14729,13963,30531,30306,7534,7344
4,CATASTROPHIC,765127,0,earthquake,6450,7019,5887,5606,3645,3848,6063,6005,2749,2411
2,MODERATE,255549,0,earthquake,421,561,226,273,258,127,444,445,132,128
0,NONE,2380020,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1594522,0,earthquake,7427,7605,4846,4375,2848,2877,8936,8289,1468,1733
2,MODERATE,3725613,1,cyclone,9956,11285,3536,3018,3873,2947,9632,12198,1959,2144
4,CATASTROPHIC,4448232,0,earthquake,46164,40713,30099,26715,22734,19165,46428,41143,9152,14403
1,MINOR,1732968,1,cyclone,1224,1361,537,252,437,269,1014,1349,163,223
4,CATASTROPHIC,2610320,1,cyclone,27780,38872,18790,14246,13100,16533,32581,34750,7569,10248
0,NONE,829722,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,2138030,1,cyclone,5729,5955,2271,1672,2486,1823,5504,6944,1044,1496
3,SEVERE,564267,1,cyclone,4226,3774,1963,1475,1333,1385,3660,4275,630,784
3,SEVERE,2587033,0,earthquake,12448,10749,8690,7551,5069,6370,14176,12070,2429,2654
2,MODERATE,1894728,0,earthquake,3180,4064,2062,1745,1826,792,3599,3877,1098,1107
2,MODERATE,3382172,0,earthquake,5445,6368,3280,3467,3418,1752,6640,7413,1808,1642
2,MODERATE,371698,0,earthquake,720,633,419,369,364,202,774,659,184,179
3,SEVERE,4335807,1,cyclone,27691,25631,11553,10604,8449,13774,23909,30115,4421,5446
4,CATASTROPHIC,3544886,1,cyclone,48186,47806,22589,20989,24442,28513,50336,50404,8935,14663
4,CATASTROPHIC,2529610,1,cyclone,31780,31325,15820,11780,15014,22018,32419,39091,8632,8738
1,MINOR,657739,1,cyclone,421,433,211,101,139,111,479,500,57,69
2,MODERATE,2497537,1,cyclone,6272,7707,2680,2273,2700,1808,6986,7828,1440,1561
2,MODERATE,1920695,1,cyclone,5916,5668,2124,1486,2308,1571,5799,6182,952,1311
0,NONE,3501939,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2058591,0,earthquake,9022,9007,6814,5112,4159,4082,10387,11717,1888,2343
3,SEVERE,1031810,1,cyclone,6982,6519,3171,2616,2465,3105,7004,7521,1123,1407
3,SEVERE,4833933,0,earthquake,24360,26887,15311,14551,9446,7727,25585,25874,4499,4609
4,CATASTROPHIC,1183759,0,earthquake,11268,13258,7788,9254,6396,5783,10968,11064,3314,3929
1,MINOR,1461215,0,earthquake,794,689,498,348,241,141,558,607,122,155
2,MODERATE,4329149,0,earthquake,9036,9352,4592,4539,4377,2136,9541,8668,2278,1660
0,NONE,3917563,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,3105381,0,earthquake,1589,1568,961,652,545,300,1583,1402,289,303
1,MINOR,2018265,0,earthquake,830,1011,602,430,406,199,1127,876,212,168
3,SEVERE,1178393,1,cyclone,7017,7248,3811,2809,2824,3143,7430,8163,1223,1273
3,SEVERE,2832003,1,cyclone,18219,19466,10525,7778,5810,7877,16764,22029,3277,3435
3,SEVERE,4419035,0,earthquake,22636,24912,12447,12741,6544,8755,23376,22725,4143,4792
3,SEVERE,4998071,0,earthquake,22461,22038,12278,14119,10083,8988,26067,26619,4760,4328
0,NONE,1960783,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2899792,0,earthquake,13397,13469,8812,7774,6043,6290,15273,11934,3188,3171
0,NONE,4017380,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,999529,1,cyclone,2524,2519,953,711,1145,719,2623,2514,427,621
3,SEVERE,624559,1,cyclone,3999,3996,2028,1525,1576,1775,3909,4435,655,724
1,MINOR,1841041,1,cyclone,1200,1291,500,296,503,288,1200,1358,190,237
2,MODERATE,2823251,0,earthquake,5323,6192,2930,3259,2847,1265,6311,5320,1453,1437
0,NONE,1819073,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,221099,0,earthquake,103,105,64,46,39,21,109,116,24,25
2,MODERATE,3832511,0,earthquake,6042,7657,3687,3764,3952,2039,8957,7136,2064,2052
4,CATASTROPHIC,1409399,1,cyclone,20307,19220,10457,8166,7641,10889,15503,21989,4604,5642
4,CATASTROPHIC,3355672,1,cyclone,43499,45095,25315,16781,18559,25472,42018,44754,10602,11389
1,MINOR,4271061,1,cyclone,2676,2836,1216,751,1062,531,3021,3368,446,558
3,SEVERE,3249950,1,cyclone,21668,20364,9873,7933,6050,11056,19034,29469,3508,3460
0,NONE,4060097,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2898444,1,cyclone,1812,2179,854,483,652,444,2030,2014,312,349
1,MINOR,2885089,1,cyclone,1946,2011,857,473,729,378,2144,1761,268,342
3,SEVERE,3720257,1,cyclone,27774,23607,12224,8311,8240,11906,25483,24706,4254,4372
2,MODERATE,4453293,1,cyclone,10301,13385,4582,3275,5848,3358,11666,15733,1868,2238
3,SEVERE,3580697,0,earthquake,18968,18055,11136,12208,7578,7303,14601,16500,3435,2872
2,MODERATE,3384754,0,earthquake,7432,6600,3455,2928,4010,1893,6633,6495,1866,2027
1,MINOR,2583092,1,cyclone,1801,2049,719,459,658,403,1461,1695,236,299
1,MINOR,4016384,1,cyclone,2442,3082,1259,681,903,498,2605,3007,363,526
0,NONE,625329,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4908394,0,earthquake,21192,25441,15515,16499,8747,9089,25681,27546,5002,4477
3,SEVERE,1132113,1,cyclone,7281,6891,3328,2734,2596,2864,6523,8457,1237,1587
0,NONE,4594641,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4036454,1,cyclone,2933,2382,1164,672,785,525,2986,3045,451,493
2,MODERATE,1424820,1,cyclone,4174,3891,1454,1213,1847,1064,3705,4489,748,767
4,CATASTROPHIC,4523088,0,earthquake,46248,46681,28570,34529,23548,27886,45113,50369,14300,16176
0,NONE,2262353,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1397581,1,cyclone,8815,10475,4124,3280,3363,4225,9714,11215,1596,1705
3,SEVERE,1311958,0,earthquake,7512,6238,4009,3829,2517,2594,7403,5517,1180,1471
0,NONE,4720710,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,778873,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1094526,1,cyclone,2857,2518,1179,1005,1167,931,3167,2908,525,565
4,CATASTROPHIC,2114564,0,earthquake,21007,22093,12847,15373,11248,11263,22106,18547,6266,6567
3,SEVERE,3260416,0,earthquake,19022,15015,10734,9367,6647,6157,16070,16646,3453,3280
3,SEVERE,4293633,0,earthquake,24624,21285,14811,12726,7237,8215,20269,20975,3784,4289
0,NONE,2872040,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,705051,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,3069474,0,earthquake,25891,28850,23253,22206,15624,13879,28881,34516,9160,9554
0,NONE,4823260,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1338245,0,earthquake,694,744,396,273,270,133,596,743,137,139
3,SEVERE,1950908,1,cyclone,11658,13029,5749,3963,3891,5501,13343,13676,1752,2150
0,NONE,2307846,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,3301777,1,cyclone,2139,2233,996,507,890,496,1767,2678,393,402
1,MINOR,2622739,1,cyclone,1861,1567,790,475,568,437,1887,1723,271,319
2,MODERATE,2205349,0,earthquake,4334,4079,1894,2034,1995,949,4776,4535,1051,874
2,MODERATE,4676195,0,earthquake,8664,8276,4618,4832,3740,2654,8184,8956,2614,2367
3,SEVERE,2382508,0,earthquake,13218,13763,6104,7792,5396,4585,11559,9633,2568,1778
4,CATASTROPHIC,962217,0,earthquake,10960,10003,7415,6188,4169,3962,10672,10260,3088,2970
4,CATASTROPHIC,971120,0,earthquake,10070,8879,6564,8866,4874,3898,9314,8684,2959,2654
1,MINOR,809138,0,earthquake,395,374,247,151,167,96,357,433,61,79
1,MINOR,2389905,1,cyclone,1275,1666,826,376,605,398,1937,1603,216,278
0,NONE,4449074,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,1365435,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3494627,0,earthquake,15878,18698,11370,11116,8048,6610,20398,15898,3140,2879
1,MINOR,4071889,0,earthquake,2143,2085,1075,782,784,334,1836,1879,465,414
2,MODERATE,489922,1,cyclone,1251,1512,526,394,584,322,1336,1272,194,323
3,SEVERE,4249341,1,cyclone,25344,32763,13744,11053,11039,11580,25953,36518,4295,4349
3,SEVERE,1560341,1,cyclone,11550,11632,5006,3400,4421,4940,9804,11106,1511,1681
3,SEVERE,1058162,0,earthquake,4388,5246,3435,3474,2223,2001,4244,5028,1025,1025
1,MINOR,4585678,0,earthquake,2098,2304,1426,1018,917,435,2160,2374,427,407
2,MODERATE,3056151,0,earthquake,7243,6476,3551,3204,3522,1584,6556,4808,1388,1533
3,SEVERE,3445632,0,earthquake,18930,18019,11285,10016,6438,6148,17846,15436,4082,2995
3,SEVERE,3354967,0,earthquake,17779,17069,9090,8674,7226,7720,16038,14864,2530,3025
1,MINOR,2585412,1,cyclone,1661,2099,827,426,595,365,1916,1977,204,289
4,CATASTROPHIC,2270256,1,cyclone,31174,31442,15769,14383,12672,20201,27532,34357,6619,8273
2,MODERATE,3217623,0,earthquake,6297,5132,2706,3449,2690,1729,6515,6325,1595,1691
2,MODERATE,200073,1,cyclone,452,589,215,152,249,143,475,613,88,142
3,SEVERE,1597506,1,cyclone,10198,12024,4497,3517,3920,5328,9169,11801,1320,1841
0,NONE,2131723,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1125269,0,earthquake,564,594,355,169,210,125,581,493,126,123
0,NONE,786360,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,1285406,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2664056,1,cyclone,1782,1904,838,428,639,447,1994,1696,266,297
4,CATASTROPHIC,2451957,0,earthquake,26161,24244,13879,15507,13358,8900,27431,25797,8324,7209
3,SEVERE,2533553,0,earthquake,14282,13839,7096,7666,4797,4651,13878,11150,2307,2253
4,CATASTROPHIC,824353,1,cyclone,9323,11903,5542,4656,4769,5735,9625,12178,2561,2788
3,SEVERE,2314341,0,earthquake,12049,11523,6309,7199,5312,5530,13187,12547,2409,2071
3,SEVERE,1886338,0,earthquake,8667,9981,5145,5673,3686,4005,9418,9246,1734,1892
2,MODERATE,2715680,1,cyclone,8954,7101,3061,2283,3091,2143,7396,7876,1415,1818
0,NONE,4663438,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4110891,1,cyclone,10104,10911,3761,2936,4414,2512,11144,14784,2477,2256
0,NONE,1593603,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4703157,1,cyclone,12349,12480,4436,4067,5274,3850,13723,11755,2617,3403
3,SEVERE,3559559,0,earthquake,18192,14713,10372,10143,6351,7719,15797,16867,3872,3363
2,MODERATE,469596,1,cyclone,1120,1528,444,333,538,281,1141,1272,249,262
4,CATASTROPHIC,798377,0,earthquake,8607,7811,5667,4736,3938,3648,8538,10037,2514,1918
2,MODERATE,3458870,0,earthquake,7226,6350,3460,3764,3088,1651,6718,7608,1927,1398
1,MINOR,3917557,1,cyclone,2349,2680,1214,591,953,621,2791,3170,385,463
3,SEVERE,878606,1,cyclone,5110,6804,2440,2246,2399,2688,6218,6642,889,987
1,MINOR,3736029,0,earthquake,1494,1649,1070,787,813,403,1552,1742,339,371
0,NONE,1181424,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,3971792,0,earthquake,36223,40431,27826,22386,20337,16792,42241,35005,12537,11403
3,SEVERE,2507913,1,cyclone,13902,17433,8112,6646,5740,7285,13869,17397,2116,3141
1,MINOR,4028054,1,cyclone,2595,2655,1267,657,1041,540,2529,2952,421,445
4,CATASTROPHIC,1754234,0,earthquake,15807,16681,11626,15512,8394,10242,15320,15806,4901,4817
3,SEVERE,99830,1,cyclone,643,666,283,227,215,274,585,791,102,120
3,SEVERE,2784983,1,cyclone,18759,17206,7524,7454,7954,8683,20105,20373,2412,3546
4,CATASTROPHIC,3887239,1,cyclone,50792,52370,26231,25268,22020,29668,53956,59770,12926,13453
1,MINOR,4502036,1,cyclone,2491,3178,1519,730,1247,765,3153,3401,451,581
4,CATASTROPHIC,4776059,1,cyclone,58972,69023,32460,26217,25697,35161,72346,68443,12684,18841
2,MODERATE,4719704,1,cyclone,14707,12347,4715,3529,5083,3114,12397,11369,2302,3131
1,MINOR,3888439,1,cyclone,2301,2290,1288,594,925,571,2697,3453,445,357
0,NONE,4420047,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,863996,1,cyclone,11630,12571,6758,4800,4779,7912,12249,13157,2613,3200
4,CATASTROPHIC,2531617,1,cyclone,30897,36258,13720,14041,16721,21455,30335,43155,8512,7156
3,SEVERE,1142252,1,cyclone,7568,6965,3215,2734,2409,3916,6145,8379,1287,1189
3,SEVERE,4417714,0,earthquake,22397,23105,14155,14552,8912,10405,21612,26249,3919,3982
4,CATASTROPHIC,1854529,0,earthquake,19962,19273,12224,14445,8585,10066,17204,17959,5473,5751
4,CATASTROPHIC,4937172,1,cyclone,61144,60418,28037,27435,28015,42126,58691,79022,15775,20150
1,MINOR,247117,0,earthquake,118,129,77,56,55,24,139,114,27,29
1,MINOR,1323659,1,cyclone,850,903,299,252,320,150,881,972,114,163
2,MODERATE,1842653,0,earthquake,3337,3388,1968,1841,2203,858,3965,3827,913,881
1,MINOR,1777639,0,earthquake,906,926,535,297,358,172,1061,945,181,185
3,SEVERE,3485393,1,cyclone,18998,30323,10324,8551,7859,8815,21457,25184,3549,4651
3,SEVERE,4978674,1,cyclone,28994,34087,15386,11639,10082,12781,33076,39504,5147,6335
0,NONE,41410,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,761752,0,earthquake,3476,4238,2596,2269,1757,1411,3233,4109,860,859
3,SEVERE,1012986,1,cyclone,6917,7077,2763,2540,2356,2923,6079,8357,935,1122
3,SEVERE,2009885,0,earthquake,9931,11087,6821,4746,3968,3452,9660,10042,1938,1803
2,MODERATE,3243389,1,cyclone,9018,8769,3580,2373,4394,2464,8014,9420,1783,1992
1,MINOR,924399,1,cyclone,676,728,289,157,269,125,608,829,112,106
2,MODERATE,2051283,1,cyclone,5063,5111,2049,1293,2471,1540,5695,5167,1245,1446
3,SEVERE,3560249,1,cyclone,25125,23826,10032,8090,10959,12133,22672,26390,3861,4615
0,NONE,609026,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4111735,1,cyclone,2660,3296,1286,586,890,571,2939,3354,269,489
1,MINOR,3533654,1,cyclone,2040,2404,1020,581,801,498,2626,2725,333,413
1,MINOR,1203888,1,cyclone,760,929,362,167,248,173,847,1029,101,149
0,NONE,1788204,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,726272,0,earthquake,1499,1261,798,687,715,314,1450,1404,361,416
4,CATASTROPHIC,315111,1,cyclone,4363,3383,2141,1848,1739,2155,3790,4581,852,1209
2,MODERATE,3618789,1,cyclone,8599,9082,3474,3323,4570,2873,9678,9828,1693,1995
1,MINOR,4748065,0,earthquake,2396,2265,1549,925,892,390,1957,2425,471,516
2,MODERATE,2501469,0,earthquake,4245,5277,2480,2074,2292,1292,4731,4654,1241,1293
1,MINOR,967035,0,earthquake,368,448,302,177,201,97,476,544,90,100
2,MODERATE,4326943,0,earthquake,7748,8473,4150,5127,3822,2185,8868,7727,2312,2077
0,NONE,3804130,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4646586,0,earthquake,21622,25616,15115,14380,8670,9152,18229,23754,4809,4708
3,SEVERE,3291890,1,cyclone,25896,23256,10560,8642,7786,8729,17976,23732,3668,4319
3,SEVERE,912737,1,cyclone,6408,7430,2641,2071,2288,3062,5967,7699,975,1073
2,MODERATE,2840999,1,cyclone,7802,7608,2908,2028,3385,2343,7953,9052,1461,1731
2,MODERATE,1572464,0,earthquake,3202,2791,1297,1749,1580,802,3319,2836,754,904
1,MINOR,1467962,0,earthquake,698,714,410,271,326,110,700,750,171,130
1,MINOR,2734711,0,earthquake,1533,1285,825,567,465,265,1547,1516,265,293
3,SEVERE,177297,0,earthquake,784,1031,507,537,342,362,809,866,180,199
0,NONE,4043910,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,3459633,0,earthquake,1878,1841,1129,766,641,335,2039,2029,343,366
1,MINOR,4633005,1,cyclone,2748,2818,1448,638,1257,607,2957,3168,464,557
1,MINOR,2835512,1,cyclone,2173,1679,843,457,678,411,2140,1677,295,356
2,MODERATE,1724931,0,earthquake,3548,3163,1932,1924,1575,759,2969,3527,866,831
4,CATASTROPHIC,1161341,0,earthquake,11869,11563,5733,9433,6091,5998,11541,11803,3275,3698
4,CATASTROPHIC,689963,0,earthquake,7287,6762,5008,4350,3116,3531,7367,5606,2177,1957
2,MODERATE,4684377,1,cyclone,13206,11883,4244,3815,5747,3986,11242,13522,3006,2306
4,CATASTROPHIC,2153947,1,cyclone,30971,32867,13542,10752,12017,17731,23587,33584,6696,8655
3,SEVERE,2398487,1,cyclone,15349,16940,6259,5680,6301,5117,15149,14998,2390,2445
0,NONE,3299280,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2125786,0,earthquake,1304,1082,556,466,420,210,1157,1098,187,205
3,SEVERE,1968062,0,earthquake,10098,10758,5690,6009,2607,3759,10592,9456,1876,1763
3,SEVERE,4833699,0,earthquake,26593,25494,15698,11997,9512,9396,23490,22679,4666,5244
3,SEVERE,2624983,0,earthquake,8958,12708,7470,8080,5904,6064,13449,11088,2490,2518
3,SEVERE,4607741,1,cyclone,31439,33851,12964,13394,10743,15146,28527,32303,5484,5469
3,SEVERE,1720442,0,earthquake,8824,9443,5736,5741,3087,3845,10200,9886,1533,1490
0,NONE,2974633,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,682622,1,cyclone,501,474,209,108,184,99,500,506,62,87
2,MODERATE,4165638,0,earthquake,7774,6581,4132,4027,4431,2194,9222,9253,2740,2189
2,MODERATE,4537079,1,cyclone,12898,12912,5179,4000,5122,4070,11260,13883,2354,2855
3,SEVERE,1951330,0,earthquake,10451,10323,5854,5742,3587,4090,9112,9988,1931,1690
4,CATASTROPHIC,1084495,1,cyclone,14829,16940,7849,6518,6674,9180,16598,16592,3304,4029
1,MINOR,4005132,0,earthquake,2212,1922,1146,872,879,493,2246,2168,439,394
2,MODERATE,2755077,1,cyclone,7320,7741,2555,1724,2977,1952,6986,7331,1309,1466
1,MINOR,902997,1,cyclone,544,615,279,143,233,130,623,753,92,108
2,MODERATE,4887163,0,earthquake,10179,10076,5376,5275,5280,2454,10107,10089,2148,2704
0,NONE,3532645,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1931823,0,earthquake,9849,9700,6209,5064,4101,3746,8374,10069,1843,1619
0,NONE,2612902,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,1493518,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,140017,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,2276583,1,cyclone,1566,1602,715,363,468,292,1449,1680,247,293
1,MINOR,4276808,0,earthquake,2213,2205,1370,872,824,433,2351,2762,406,437
1,MINOR,3105038,0,earthquake,1422,1445,942,571,618,303,1527,1441,290,276
3,SEVERE,740079,1,cyclone,4439,5968,2150,2047,1662,1770,5003,5688,742,831
0,NONE,386804,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1419330,0,earthquake,8419,6870,4058,4988,2945,2567,7545,7984,1216,1485
4,CATASTROPHIC,3744541,0,earthquake,38309,39803,25641,21541,17896,20463,44910,38502,10462,11835
2,MODERATE,4762627,1,cyclone,12815,12668,4546,4059,5692,2645,14949,14906,2368,2652
0,NONE,186589,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2224013,0,earthquake,1232,1086,713,451,461,239,985,1181,217,201
2,MODERATE,4788664,1,cyclone,12920,9771,5136,4823,5741,3496,11876,15164,2321,3059
2,MODERATE,2990139,0,earthquake,6484,5810,3383,2120,2624,1358,5490,6181,1538,1553
4,CATASTROPHIC,3449428,1,cyclone,37473,48697,23157,20862,22376,23746,48824,50243,10367,12466
1,MINOR,420431,1,cyclone,232,301,98,72,98,75,286,344,37,53
3,SEVERE,1333986,1,cyclone,8603,7685,3530,3092,3095,4159,8430,10362,1240,1634
1,MINOR,3088300,1,cyclone,2302,2224,904,447,747,453,2120,1894,303,386
3,SEVERE,4751770,1,cyclone,34273,31838,14999,10804,10169,15046,28580,34211,4158,5420
1,MINOR,2667083,1,cyclone,1418,2086,908,376,548,373,1950,1918,269,330
4,CATASTROPHIC,2804700,1,cyclone,32427,39664,18564,14013,15474,21510,31788,38920,8972,12724
1,MINOR,3380829,1,cyclone,2302,2149,977,542,783,552,2245,2765,327,459
3,SEVERE,572551,0,earthquake,3486,2340,1590,1609,1432,1352,3290,2768,711,593
0,NONE,1424558,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,4021683,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4300739,0,earthquake,7842,8092,4966,4030,4344,1988,9326,8138,2129,1788
2,MODERATE,4807510,1,cyclone,12152,14195,4430,4118,6527,3603,13150,15229,2283,3047
1,MINOR,2132343,1,cyclone,1340,1587,634,366,450,348,1611,1487,229,256
2,MODERATE,4332730,1,cyclone,9964,11311,3791,3239,5897,3365,10615,14584,2171,2634
2,MODERATE,58175,1,cyclone,163,158,71,46,67,37,145,182,24,31
4,CATASTROPHIC,3254108,1,cyclone,38722,53503,22291,16394,18823,21231,48369,45415,10279,13303
3,SEVERE,4781587,0,earthquake,19833,26427,13816,14073,9553,10237,21803,22337,5020,3969
3,SEVERE,2884509,1,cyclone,16858,16883,9321,7032,6457,8511,16700,20473,2827,3483
1,MINOR,1080736,1,cyclone,730,625,338,169,287,151,757,715,109,103
3,SEVERE,1635543,1,cyclone,11700,14960,4994,3887,3506,4847,9529,12037,2108,1986
1,MINOR,3425973,0,earthquake,1828,1755,1079,746,598,318,2109,1748,283,283
0,NONE,977987,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1143771,1,cyclone,3367,3025,930,845,1609,729,2973,3443,542,655
1,MINOR,4034331,1,cyclone,2880,2933,1092,620,916,484,2885,3964,452,492
0,NONE,1615263,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2804716,1,cyclone,16739,19874,7950,6316,7022,7064,15598,21075,2798,3481
3,SEVERE,3783287,0,earthquake,20492,19921,12205,11635,6851,8664,19110,17127,3356,3436
3,SEVERE,3299337,0,earthquake,16207,17776,11055,10799,7017,6788,16182,16292,3492,2982
0,NONE,3143526,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1731782,1,cyclone,4372,4449,1505,1432,2208,1395,4447,6198,748,886
3,SEVERE,3838550,0,earthquake,18556,19346,11562,12392,7584,7408,18845,17821,3700,4618
3,SEVERE,70511,1,cyclone,440,481,204,173,140,233,487,463,54,76
4,CATASTROPHIC,687703,0,earthquake,6968,6972,4265,4651,3243,3660,6134,6929,2606,1826
2,MODERATE,4842357,1,cyclone,8885,11624,4992,3805,6423,3545,12179,13506,2338,2553
2,MODERATE,624109,1,cyclone,1523,1602,593,607,719,510,1561,1921,336,353
1,MINOR,4899179,0,earthquake,2292,2855,1614,1057,1056,512,2943,2460,518,418
4,CATASTROPHIC,4684852,1,cyclone,53852,73041,29941,29379,27911,31377,56830,79915,13636,18505
2,MODERATE,846302,1,cyclone,2508,2350,827,649,1051,730,1930,2594,430,416
1,MINOR,3442408,0,earthquake,1584,2031,878,692,714,345,1688,1656,316,315
0,NONE,4104066,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1512447,1,cyclone,4933,4959,1433,1034,1741,1026,4109,4001,750,983
