wind_speed_kt,pressure_hpa,intensification_rate_kt_per_6h,severity_label
71.3,929.48,4.6,SEVERE
90.09,906.58,5.47,SEVERE
106.31,899.08,-3.22,SEVERE
69.41,948.27,11.71,SEVERE
102.33,905.15,4.05,SEVERE
97.65,915.45,16.84,SEVERE
104.82,916.57,-1.99,SEVERE
114.63,896.24,-1.45,SEVERE
65.64,933.18,5.55,SEVERE
81.23,968.94,-3.91,SEVERE
71.77,930.95,8.97,SEVERE
83.87,938.96,16.14,SEVERE
103.09,926.22,5.75,SEVERE
102.01,893.83,14.72,SEVERE
89.55,904.03,14.96,SEVERE
110.23,880,9.55,SEVERE
85.41,914.19,10.03,SEVERE
103.81,891.39,-0.83,SEVERE
88.68,943.55,-1.44,SEVERE
113.96,881.58,-4.36,SEVERE
100.52,903.03,10.92,SEVERE
83.73,924.01,2.78,SEVERE
102.24,897.05,10.14,SEVERE
85.05,953.32,-1.49,SEVERE
91.71,911.36,-4.31,SEVERE
92.8,915.67,-4.03,SEVERE
66.7,949.44,4.7,SEVERE
73.8,909.14,17.5,SEVERE
71.39,933.29,18.9,SEVERE
45.3,968.29,6.53,MODERATE
69.42,954.13,-4.23,MODERATE
68.6,918.3,-3.19,MODERATE
53.49,934.22,-6.92,MODERATE
53.93,979.66,6.67,MODERATE
49.86,963.9,-3.95,MODERATE
43.34,947.74,9.33,MODERATE
54.08,942.95,-3.05,MODERATE
54.9,952.53,2.52,MODERATE
51.6,941.78,-1.96,MODERATE
69.78,944.6,1.39,MODERATE
56.34,967.15,-5.97,MODERATE
48.22,961.32,0.86,MODERATE
42.2,959.29,9.28,MODERATE
66.74,947.25,7.4,MODERATE
38.7,997.83,5.81,MODERATE
38.49,961.52,7.54,MODERATE
67.99,955.11,-7.02,MODERATE
50.66,959.14,7.27,MODERATE
55.19,960.66,-2.49,MODERATE
44.29,975.31,-2.27,MODERATE
52.41,946.72,-0.15,MODERATE
54.78,973.13,5.29,MODERATE
54.65,950.3,9.12,MODERATE
41.22,986.27,7.86,MODERATE
36.25,970.68,7.67,MODERATE
50.14,994.86,8.53,MODERATE
34.69,978.2,-0.46,MODERATE
58.76,965.52,-7.31,MODERATE
44.78,981.74,-2.83,MODERATE
62.96,933.63,9.15,MODERATE
34.32,965.42,9.96,MODERATE
58.37,943.6,-9.71,MODERATE
60.56,962.29,6.68,MODERATE
60.66,955.66,5.38,MODERATE
57.71,943.38,5.32,MODERATE
64.45,934.04,-0.25,MODERATE
36.8,976.38,-1.85,MODERATE
48.66,958.48,-7.78,MODERATE
63.1,938.68,8.95,MODERATE
36.6,973.85,-4.01,MODERATE
36.77,982.36,0.01,MODERATE
62.6,944.71,-8.54,MODERATE
48.5,962.73,-4.09,MODERATE
42.37,980.73,8.58,MODERATE
48.58,951.97,8.12,MODERATE
45.57,941.31,2.81,MODERATE
69.24,938.77,2.07,MODERATE
46.88,950.3,7.77,MODERATE
52.11,962.91,-1.01,MODERATE
55.09,945.18,3.65,MODERATE
42.71,970.13,4.28,MODERATE
63.61,949.94,0.4,MODERATE
39.14,991.4,5.51,MODERATE
43.77,938.73,-7.32,MODERATE
56.66,952.91,-8.91,MODERATE
60.95,939.66,-4.48,MODERATE
59.45,950.78,-8.75,MODERATE
64.22,932.91,-7.96,MODERATE
46.97,979.92,-4.59,MODERATE
64.34,961.07,7.84,MODERATE
49.62,950.43,8.2,MODERATE
47.58,961.43,-2.25,MODERATE
56.78,982.95,4.08,MODERATE
34.16,983.68,3.33,MODERATE
68.78,928.98,5.22,MODERATE
68.23,925.94,-7.89,MODERATE
62.15,963.73,2.88,MODERATE
35.73,980.38,0.01,MODERATE
49.58,958.55,-0.85,MODERATE
41.52,947.41,-8.95,MODERATE
61.63,927.12,-1.67,MODERATE
63.6,940.45,3.15,MODERATE
51.0,966.24,7.6,MODERATE
41.77,982.8,-4.09,MODERATE
38.92,995.12,3.03,MODERATE
60.59,965.54,-2.1,MODERATE
59.68,929.79,-6.02,MODERATE
66.05,930.78,-8.84,MODERATE
38.01,950.8,0.32,MODERATE
43.63,943.49,-9.61,MODERATE
38.48,954.52,-1.73,MODERATE
51.74,969.94,1.9,MODERATE
34.36,939.49,-0.72,MODERATE
68.69,971.58,-3.76,MODERATE
61.86,951.38,5.46,MODERATE
52.77,953.67,-4.69,MODERATE
34.63,978.25,-4.13,MODERATE
61.83,915.74,-2.57,MODERATE
34.05,979.78,-4.0,MODERATE
57.27,962.78,-0.84,MODERATE
48.33,971.83,-3.94,MODERATE
36.37,962.49,-0.32,MODERATE
60.91,937.14,-0.52,MODERATE
36.08,981.97,-8.49,MODERATE
47.16,963.61,-5.49,MODERATE
41.05,974.03,5.63,MODERATE
54.82,940.27,-7.06,MODERATE
63.2,927.33,3.48,MODERATE
43.36,990.32,-3.1,MODERATE
67.03,939.03,7.8,MODERATE
59.48,922.99,-8.76,MODERATE
39.3,954.36,9.16,MODERATE
53.07,954.59,-5.16,MODERATE
52.02,950.03,-4.51,MODERATE
63.05,950.32,-0.81,MODERATE
53.68,947.87,-6.69,MODERATE
50.04,958.71,-5.82,MODERATE
35.8,980.92,-5.16,MODERATE
68.58,946.98,-6.06,MODERATE
68.25,942.47,-4.81,MODERATE
49.73,965.25,1.87,MODERATE
36.63,975.81,-6.2,MODERATE
62.53,948.09,8.16,MODERATE
67.97,942.43,9.55,MODERATE
61.26,957.32,-6.77,MODERATE
51.17,944.41,2.81,MODERATE
58.0,964.47,-6.75,MODERATE
54.34,955.56,-9.76,MODERATE
34.33,999.11,-2.86,MODERATE
67.34,952.09,-5.56,MODERATE
45.58,945.38,6.96,MODERATE
60.24,947.45,-9.42,MODERATE
51.31,945.59,3.25,MODERATE
38.27,960.36,8.39,MODERATE
69.76,916.75,-9.1,MODERATE
61.4,928.44,5.09,MODERATE
67.06,918.89,9.02,MODERATE
54.78,973.1,-4.98,MODERATE
54.31,946.81,-2.83,MODERATE
57.64,941.71,8.36,MODERATE
37.66,963.37,0.12,MODERATE
41.95,971.26,-4.35,MODERATE
68.22,938.94,1.63,MODERATE
49.72,968.52,5.18,MODERATE
44.17,1005.34,-2.94,MODERATE
66.19,964.98,-0.47,MODERATE
51.91,952.01,-5.91,MODERATE
55.28,946.46,7.1,MODERATE
41.45,953.15,-8.58,MODERATE
36.48,973.68,-1.81,MODERATE
63.19,957.45,6.72,MODERATE
45.96,979.6,3.09,MODERATE
39.46,981.65,7.52,MODERATE
53.41,948.0,-9.25,MODERATE
38.6,946.4,5.31,MODERATE
34.0,986.35,-8.91,MODERATE
69.03,902.59,-5.48,MODERATE
44.95,949.6,-9.97,MODERATE
60.26,938.51,9.34,MODERATE
42.07,986.19,6.97,MODERATE
49.21,973.09,-3.94,MODERATE
45.71,977.24,-6.37,MODERATE
47.35,971.34,8.04,MODERATE
63.04,968.86,3.22,MODERATE
36.82,947.37,0.89,MODERATE
59.54,957.67,1.68,MODERATE
68.28,933.18,-9.15,MODERATE
43.55,942.62,4.29,MODERATE
61.32,960.57,-7.95,MODERATE
52.5,922.86,8.66,MODERATE
63.79,948.57,3.94,MODERATE
59.72,962.53,3.89,MODERATE
60.24,948.64,7.23,MODERATE
43.87,958.09,-3.09,MODERATE
46.08,972.02,9.57,MODERATE
64.84,961.04,1.24,MODERATE
68.1,955.97,-0.07,MODERATE
47.7,969.11,4.69,MODERATE
47.84,954.14,-9.5,MODERATE
64.2,944.89,-5.3,MODERATE
59.38,957.45,6.34,MODERATE
53.67,983.62,7.25,MODERATE
40.45,970.15,6.0,MODERATE
53.9,941.16,7.31,MODERATE
39.66,966.14,-3.8,MODERATE
44.44,971.21,5.93,MODERATE
43.02,979.13,2.5,MODERATE
54.58,956.46,-4.25,MODERATE
45.04,955.36,-2.94,MODERATE
56.37,971.9,-1.91,MODERATE
36.46,960.51,5.68,MODERATE
44.29,992.91,-3.35,MODERATE
36.04,964.1,-2.52,MODERATE
68.0,962.81,2.65,MODERATE
41.16,986.04,-1.63,MODERATE
61.03,944.55,-4.47,MODERATE
49.55,952.53,9.61,MODERATE
36.43,953.65,9.41,MODERATE
38.08,973.08,-1.93,MODERATE
60.56,939.79,-3.07,MODERATE
48.31,987.21,-4.71,MODERATE
41.39,942.4,-4.25,MODERATE
57.64,950.44,9.37,MODERATE
55.73,953.02,-8.16,MODERATE
55.57,957.22,2.47,MODERATE
57.35,970.5,2.2,MODERATE
45.26,979.94,-4.58,MODERATE
55.52,951.26,1.75,MODERATE
59.24,954.91,3.6,MODERATE
48.69,961.96,-4.94,MODERATE
50.21,955.95,9.15,MODERATE
48.37,955.85,3.45,MODERATE
69.17,947.13,-7.96,MODERATE
34.3,962.73,4.97,MODERATE
66.92,940.96,-1.32,MODERATE
43.31,991.85,-9.82,MODERATE
55.22,947.39,2.27,MODERATE
56.96,965.16,-8.17,MODERATE
41.17,954.23,7.55,MODERATE
60.59,938.93,-5.05,MODERATE
36.25,960.69,-0.82,MODERATE
60.38,973.85,-8.38,MODERATE
68.25,956.7,6.77,MODERATE
62.98,926.01,2.34,MODERATE
60.74,952.36,4.76,MODERATE
52.77,954.45,8.42,MODERATE
55.04,945.67,0.77,MODERATE
43.68,978.48,3.33,MODERATE
62.35,943.61,-0.91,MODERATE
56.69,965.77,-1.45,MODERATE
49.93,944.81,2.99,MODERATE
67.71,935.11,-9.56,MODERATE
44.84,938.56,0.05,MODERATE
36.02,985.88,-7.89,MODERATE
61.52,948.23,-1.81,MODERATE
57.59,941.93,-6.79,MODERATE
36.54,966.08,-6.29,MODERATE
57.91,954.12,3.7,MODERATE
37.98,974.5,-4.22,MODERATE
45.15,966.34,0.71,MODERATE
46.85,938.26,-2.92,MODERATE
63.83,936.15,8.28,MODERATE
68.3,956.78,-3.47,MODERATE
46.76,973.86,7.53,MODERATE
37.69,972.44,-2.15,MODERATE
53.92,935.07,7.18,MODERATE
58.37,951.85,6.76,MODERATE
64.92,939.24,2.21,MODERATE
39.77,994.09,3.47,MODERATE
40.45,953.99,-7.65,MODERATE
39.95,981.21,-9.96,MODERATE
59.87,951.81,-6.77,MODERATE
37.01,999.16,-9.62,MODERATE
39.97,965.82,-2.91,MODERATE
37.79,978.58,-5.55,MODERATE
52.69,936.04,-8.85,MODERATE
48.08,970.92,-5.32,MODERATE
41.9,969.78,1.14,MODERATE
48.97,967.71,-1.42,MODERATE
53.47,972.82,-6.57,MODERATE
52.0,973.82,-1.76,MODERATE
65.34,952.89,-7.69,MODERATE
55.8,987.49,-7.66,MODERATE
46.14,970.36,-5.87,MODERATE
48.11,949.8,7.91,MODERATE
41.36,928.37,-9.64,MODERATE
62.54,951.35,-8.62,MODERATE
51.07,989.36,3.77,MODERATE
43.12,981.26,-9.8,MODERATE
60.04,968.62,6.43,MODERATE
64.36,947.62,-0.3,MODERATE
46.01,960.41,-6.33,MODERATE
64.78,966.67,7.65,MODERATE
50.79,956.44,6.07,MODERATE
66.46,933.06,-5.93,MODERATE
36.41,969.45,0.84,MODERATE
68.85,955.26,-8.67,MODERATE
57.34,949.75,6.08,MODERATE
49.61,950.45,9.94,MODERATE
54.13,939.71,-2.99,MODERATE
47.41,952.26,-8.63,MODERATE
47.3,989.12,3.13,MODERATE
59.52,946.24,-9.83,MODERATE
41.84,965.03,-9.89,MODERATE
62.96,978.69,5.46,MODERATE
53.74,977.21,5.03,MODERATE
62.91,953.31,0.36,MODERATE
39.05,987.06,4.85,MODERATE
40.12,992.78,-6.1,MODERATE
66.05,949.29,5.17,MODERATE
55.5,957.77,3.08,MODERATE
66.01,971.96,-6.87,MODERATE
51.06,975.59,4.33,MODERATE
43.75,956.79,-5.17,MODERATE
41.74,953.14,-1.5,MODERATE
66.68,922.73,-8.46,MODERATE
59.06,951.4,-2.34,MODERATE
63.59,963.04,-4.56,MODERATE
58.92,960.03,-4.72,MODERATE
67.81,920.86,-4.61,MODERATE
40.87,985.7,3.89,MODERATE
41.87,945.24,3.24,MODERATE
63.34,955.93,5.56,MODERATE
61.39,934.37,-1.35,MODERATE
35.12,996.4,-4.81,MODERATE
35.21,969.8,1.15,MODERATE
35.4,981.97,3.34,MODERATE
45.63,974.43,9.92,MODERATE
63.71,941.9,6.9,MODERATE
42.96,956.43,-8.1,MODERATE
69.96,941.92,-3.47,MODERATE
60.93,954.59,9.95,MODERATE
42.69,972.04,-9.19,MODERATE
48.8,979.42,1.32,MODERATE
45.26,955.78,3.09,MODERATE
42.35,987.67,-9.22,MODERATE
64.14,955.31,2.39,MODERATE
54.28,970.22,1.74,MODERATE
54.91,960.04,9.81,MODERATE
61.24,975.29,-2.22,MODERATE
42.24,960.38,1.94,MODERATE
67.41,939.49,0.55,MODERATE
41.62,976.79,9.91,MODERATE
69.32,957.46,4.3,MODERATE
55.35,962.89,-8.93,MODERATE
50.37,977.47,-2.54,MODERATE
67.9,959.67,-6.65,MODERATE
52.01,974.68,2.97,MODERATE
43.91,982.25,-6.88,MODERATE
56.89,935.02,4.1,MODERATE
50.39,965.22,3.36,MODERATE
64.15,953.7,3.99,MODERATE
64.17,965.79,6.06,MODERATE
68.59,926.7,-1.96,MODERATE
39.53,1015,1.45,MODERATE
43.97,968.29,1.86,MODERATE
46.78,974.7,-8.96,MODERATE
35.14,962.75,2.14,MODERATE
65.72,942.05,7.66,MODERATE
57.73,958.71,7.72,MODERATE
41.08,963.8,4.75,MODERATE
44.31,970.02,-0.7,MODERATE
64.51,946.62,-8.75,MODERATE
46.07,969.08,8.76,MODERATE
37.06,977.56,-2.29,MODERATE
36.56,963.55,-0.62,MODERATE
43.67,955.76,-7.98,MODERATE
40.03,944.44,5.97,MODERATE
45.75,957.31,-4.01,MODERATE
42.37,961.91,-2.89,MODERATE
58.26,943.03,-8.75,MODERATE
41.58,962.73,-3.15,MODERATE
65.13,949.85,-6.9,MODERATE
36.98,944.25,1.27,MODERATE
62.94,944.81,-7.26,MODERATE
54.91,937.61,2.48,MODERATE
43.85,966.42,-0.24,MODERATE
36.96,944.75,6.45,MODERATE
36.05,968.04,-1.63,MODERATE
50.5,967.62,3.34,MODERATE
61.97,972.64,7.24,MODERATE
45.3,983.06,9.79,MODERATE
66.02,946.03,-2.57,MODERATE
41.03,994.51,-0.15,MODERATE
51.39,957.48,6.76,MODERATE
47.01,958.89,-3.44,MODERATE
50.34,975.47,5.25,MODERATE
38.54,975.39,1.59,MODERATE
51.63,939.55,2.89,MODERATE
42.27,936.28,3.23,MODERATE
39.08,983.87,1.42,MODERATE
40.67,955.7,-6.34,MODERATE
63.73,935.55,-4.29,MODERATE
67.38,943.64,-7.14,MODERATE
47.48,969.19,5.95,MODERATE
47.23,964.52,6.9,MODERATE
62.65,934.67,-6.5,MODERATE
58.22,941.54,7.48,MODERATE
42.99,956.86,-4.74,MODERATE
34.02,980.42,2.55,MODERATE
61.01,954.62,-6.96,MODERATE
50.5,948.78,-0.28,MODERATE
67.15,938.93,-9.2,MODERATE
44.49,955.66,8.17,MODERATE
50.85,948.16,-0.67,MODERATE
61.38,947.95,-1.4,MODERATE
55.49,936.3,9.99,MODERATE
61.7,965.87,-6.59,MODERATE
35.1,969.42,-5.91,MODERATE
46.25,999.9,8.21,MODERATE
52.35,960.97,0.03,MODERATE
35.81,975.04,-1.24,MODERATE
64.21,938.11,-6.79,MODERATE
34.9,951.8,-9.01,MODERATE
60.09,945.39,-7.77,MODERATE
55.9,941.88,-2.4,MODERATE
62.85,938.95,-2.16,MODERATE
61.03,953.85,-5.26,MODERATE
58.39,944.92,1.32,MODERATE
67.45,932.95,-9.62,MODERATE
63.77,943.74,0.49,MODERATE
61.91,937.55,-9.4,MODERATE
68.61,923.32,3.36,MODERATE
67.6,952.83,3.57,MODERATE
45.43,942.63,6.96,MODERATE
68.1,946.87,-4.45,MODERATE
44.14,973.86,9.27,MODERATE
34.37,990.5,2.45,MODERATE
69.64,955.93,-3.76,MODERATE
46.24,962.13,-4.78,MODERATE
46.36,951.65,6.69,MODERATE
67.68,935.3,8.57,MODERATE
36.23,956.45,-8.15,MODERATE
39.86,953.71,9.36,MODERATE
50.08,964.39,0.03,MODERATE
42.88,998.25,5.02,MODERATE
61.14,943.28,1.56,MODERATE
66.56,951.93,-8.89,MODERATE
34.25,986.24,-5.75,MODERATE
57.89,926.5,7.69,MODERATE
66.24,920.46,8.18,MODERATE
45.3,948.13,-6.19,MODERATE
40.65,983.21,-3.16,MODERATE
49.48,963.96,-4.24,MODERATE
51.74,983.95,-4.0,MODERATE
55.46,936.41,-7.67,MODERATE
53.68,952.74,8.05,MODERATE
46.38,976.4,8.63,MODERATE
63.56,965.22,1.33,MODERATE
57.65,949.1,-3.46,MODERATE
34.39,988.5,6.53,MODERATE
62.84,949.82,-0.72,MODERATE
38.27,958.05,9.61,MODERATE
41.73,970.5,4.78,MODERATE
35.17,964.64,3.17,MODERATE
53.16,930.67,8.77,MODERATE
63.47,955.26,9.67,MODERATE
43.35,965.66,-3.05,MODERATE
35.81,980.95,-8.94,MODERATE
58.91,928.28,2.28,MODERATE
43.1,963.39,1.55,MODERATE
46.93,969.51,-0.45,MODERATE
46.63,969.87,-2.75,MODERATE
63.01,930.82,-8.31,MODERATE
50.8,949.65,-0.36,MODERATE
64.27,937.39,6.17,MODERATE
63.65,926.83,-2.31,MODERATE
50.53,965.63,-7.63,MODERATE
67.61,939.58,3.68,MODERATE
53.14,956.46,-1.85,MODERATE
39.8,962.49,3.13,MODERATE
68.96,966.89,-8.63,MODERATE
49.04,968.45,-7.67,MODERATE
56.06,956.64,-8.46,MODERATE
46.77,970.54,1.01,MODERATE
48.52,967.53,2.24,MODERATE
47.44,968.97,-4.89,MODERATE
37.81,956.15,3.52,MODERATE
57.69,925.5,-8.6,MODERATE
48.23,956.12,6.55,MODERATE
35.51,969.25,-1.62,MODERATE
40.06,972.24,-5.37,MODERATE
52.09,973.18,4.63,MODERATE
68.49,946.81,8.69,MODERATE
66.99,939.17,2.71,MODERATE
56.67,975.29,0.63,MODERATE
58.39,943.19,-1.43,MODERATE
60.33,945.19,6.66,MODERATE
53.45,960.66,6.89,MODERATE
49.53,971.46,-4.98,MODERATE
64.39,942.41,-0.32,MODERATE
52.51,967.59,-3.5,MODERATE
35.41,948.12,-4.56,MODERATE
34.23,998.38,-3.08,MODERATE
58.16,941.46,6.11,MODERATE
68.08,962.12,-4.68,MODERATE
69.65,933.23,-9.48,MODERATE
55.73,973.51,-7.59,MODERATE
67.79,958.53,-6.38,MODERATE
56.42,942.86,0.93,MODERATE
49.02,945.55,-6.8,MODERATE
40.15,992.29,7.96,MODERATE
37.03,965.83,-2.14,MODERATE
37.61,955.4,-5.32,MODERATE
34.85,980.31,6.7,MODERATE
69.09,935.31,7.37,MODERATE
67.35,935.04,-1.61,MODERATE
35.82,975.43,-2.14,MODERATE
35.03,967.17,1.67,MODERATE
34.41,965.44,-9.19,MODERATE
55.18,969.89,-2.05,MODERATE
69.06,914.94,4.19,MODERATE
43.77,971.34,8.08,MODERATE
47.49,953.06,-1.48,MODERATE
63.97,947.08,6.11,MODERATE
42.08,977.46,8.61,MODERATE
37.43,964.34,-1.0,MODERATE
46.15,974.01,-8.97,MODERATE
51.73,946.64,-1.16,MODERATE
46.04,974.06,-6.77,MODERATE
54.59,919.85,6.11,MODERATE
61.37,946.05,-4.64,MODERATE
47.0,960.46,-1.83,MODERATE
58.47,975.05,-6.13,MODERATE
57.09,940.01,-4.8,MODERATE
65.9,939.41,-5.4,MODERATE
48.81,970.34,-5.19,MODERATE
58.21,959.54,6.49,MODERATE
48.29,976.3,-6.87,MODERATE
31.97,999.05,-9.59,MINOR
16.87,976.01,4.85,MINOR
18.59,1000.49,-3.44,MINOR
34.92,991.81,-9.21,MINOR
25.76,964.53,-6.45,MINOR
22.6,1013.9,-3.72,MINOR
34.56,989.36,-3.88,MINOR
32.93,985.21,-14.68,MINOR
33.82,986.13,-9.94,MINOR
34.91,964.23,-12.94,MINOR
17.9,985.31,-1.47,MINOR
28.67,994.75,-2.94,MINOR
30.7,953.5,-9.48,MINOR
32.68,1004.74,-10.47,MINOR
30.92,988.36,-0.06,MINOR
20.03,970.23,-13.8,MINOR
18.01,1008.08,-14.1,MINOR
31.89,983.0,-8.17,MINOR
26.01,980.86,-5.69,MINOR
15.31,1002.69,-13.37,MINOR
20.95,990.19,-6.47,MINOR
27.61,978.3,-11.51,MINOR
21.81,991.48,-13.99,MINOR
35.48,975.68,-3.46,MINOR
27.97,970.43,-13.2,MINOR
28.82,981.19,-8.18,MINOR
36.1,957.89,-0.71,MINOR
21.75,984.06,-4.49,MINOR
31.05,980.62,-1.47,MINOR
30.63,981.65,3.92,MINOR
21.8,997.99,-2.33,MINOR
28.65,964.29,-14.68,MINOR
31.76,995.71,-3.87,MINOR
22.88,968.43,-12.31,MINOR
17.17,981.43,-6.96,MINOR
31.77,982.54,0.6,MINOR
17.72,972.82,-14.74,MINOR
27.43,971.21,2.02,MINOR
37.03,982.1,-13.3,MINOR
27.62,1015,-7.4,MINOR
28.96,960.2,-13.1,MINOR
22.24,978.83,-13.07,MINOR
19.07,990.46,-4.36,MINOR
35.09,979.03,4.91,MINOR
28.4,973.17,-8.89,MINOR
24.26,1000.96,-1.55,MINOR
30.69,967.43,-2.35,MINOR
17.95,986.06,-3.43,MINOR
30.95,994.59,2.46,MINOR
26.5,995.8,-0.4,MINOR
29.24,973.87,-2.66,MINOR
34.55,949.38,-11.08,MINOR
17.89,1015,-4.17,MINOR
16.98,983.39,-13.86,MINOR
17.43,1010.28,-10.33,MINOR
29.67,1014.51,1.4,MINOR
15.96,1015,-9.95,MINOR
22.08,987.63,-2.73,MINOR
35.65,979.52,-0.4,MINOR
23.39,1005.91,-2.18,MINOR
25.72,993.26,-3.87,MINOR
23.25,972.95,3.23,MINOR
15.48,988.91,0.33,MINOR
31.15,976.52,-8.37,MINOR
30.54,1000.85,-5.92,MINOR
24.48,976.83,3.69,MINOR
20.77,992.5,4.39,MINOR
23.69,971.63,-13.76,MINOR
22.8,968.44,-1.84,MINOR
37.95,972.38,-5.97,MINOR
23.16,972.92,2.67,MINOR
24.54,981.87,-7.25,MINOR
30.17,1009.72,-13.77,MINOR
33.72,964.59,3.81,MINOR
29.92,1015,-3.37,MINOR
24.23,977.63,-8.24,MINOR
17.92,975.32,-0.31,MINOR
19.8,984.82,-13.83,MINOR
27.7,997.23,-3.46,MINOR
22.95,990.88,1.06,MINOR
27.43,984.43,3.16,MINOR
24.12,974.01,-9.07,MINOR
18.3,988.37,-3.09,MINOR
16.85,975.91,3.79,MINOR
32.37,995.67,-13.4,MINOR
25.97,988.79,-2.4,MINOR
34.06,965.34,3.82,MINOR
17.86,1005.62,2.5,MINOR
37.33,981.06,-14.19,MINOR
24.32,973.47,-4.67,MINOR
28.35,984.45,-5.37,MINOR
33.62,983.47,4.01,MINOR
15.51,985.64,-12.36,MINOR
25.12,997.55,-2.12,MINOR
23.76,988.21,3.05,MINOR
23.81,977.34,-10.67,MINOR
25.18,989.71,-7.94,MINOR
33.4,994.73,-3.91,MINOR
34.0,994.62,-3.03,MINOR
24.53,994.08,4.16,MINOR
27.45,962.39,-2.49,MINOR
28.15,989.43,-11.3,MINOR
16.37,1014.64,-4.53,MINOR
20.22,998.1,-1.67,MINOR
16.84,974.91,-11.31,MINOR
19.65,987.19,-7.27,MINOR
16.18,998.12,-5.33,MINOR
23.8,948.72,1.78,MINOR
18.34,980.74,-13.58,MINOR
28.2,981.94,-3.68,MINOR
35.19,983.01,-14.03,MINOR
17.25,993.78,-14.12,MINOR
19.26,1015,-14.09,MINOR
36.76,982.19,1.84,MINOR
21.82,963.61,-7.84,MINOR
37.76,974.04,-1.31,MINOR
36.83,968.17,-3.91,MINOR
16.77,978.05,-14.92,MINOR
30.42,962.88,-5.21,MINOR
24.56,1012.0,-14.52,MINOR
22.71,988.94,-0.43,MINOR
22.25,995.36,-7.14,MINOR
20.45,998.86,-4.06,MINOR
25.93,999.68,3.45,MINOR
16.67,979.86,0.65,MINOR
37.83,952.49,-10.19,MINOR
35.11,967.45,-7.01,MINOR
24.42,994.51,4.56,MINOR
19.16,981.88,-0.38,MINOR
24.66,1001.51,-3.43,MINOR
34.15,980.95,-13.81,MINOR
30.92,983.31,-12.2,MINOR
24.56,952.29,-4.61,MINOR
37.92,988.64,-12.3,MINOR
30.54,964.45,-11.83,MINOR
36.83,968.91,2.59,MINOR
35.86,994.66,-5.32,MINOR
24.62,967.85,-7.84,MINOR
28.66,963.64,-5.57,MINOR
27.73,986.22,-3.59,MINOR
19.83,1008.24,-3.72,MINOR
21.01,979.63,-1.1,MINOR
28.05,991.8,-2.8,MINOR
26.23,996.19,-12.34,MINOR
21.01,1015,-4.73,MINOR
21.63,966.26,-14.87,MINOR
26.41,998.5,-14.52,MINOR
28.45,967.93,3.83,MINOR
19.01,977.62,-2.49,MINOR
27.66,981.41,-6.85,MINOR
26.99,982.44,-14.55,MINOR
34.82,975.93,-3.46,MINOR
35.49,993.31,-6.41,MINOR
32.25,983.63,3.26,MINOR
28.16,973.26,-11.03,MINOR
20.68,977.47,-8.87,MINOR
27.77,958.89,-2.69,MINOR
16.88,1015,-13.24,MINOR
18.95,968.71,-9.33,MINOR
24.21,987.2,1.24,MINOR
15.32,1014.73,0.97,MINOR
36.45,991.29,-14.6,MINOR
18.54,989.85,-3.71,MINOR
30.25,994.74,-1.42,MINOR
36.43,983.31,-14.02,MINOR
20.31,984.23,2.95,MINOR
20.89,982.0,2.18,MINOR
26.5,978.01,-1.5,MINOR
20.5,1001.38,-8.75,MINOR
24.45,997.34,-10.81,MINOR
37.46,980.93,-8.93,MINOR
32.98,979.83,0.32,MINOR
30.91,977.66,-12.39,MINOR
30.45,985.8,-0.41,MINOR
28.23,982.11,-8.76,MINOR
24.83,963.25,-2.1,MINOR
32.14,970.34,-9.62,MINOR
19.57,969.16,0.67,MINOR
35.91,994.21,2.94,MINOR
34.46,965.15,-11.34,MINOR
36.99,950.38,-13.75,MINOR
26.18,966.46,-12.82,MINOR
20.72,1004.14,2.51,MINOR
21.96,979.24,2.17,MINOR
34.72,966.81,-1.19,MINOR
36.74,979.61,-1.35,MINOR
22.63,1015,-4.79,MINOR
17.76,992.37,-8.76,MINOR
33.46,974.61,-1.75,MINOR
32.29,982.82,1.24,MINOR
36.75,985.5,-12.37,MINOR
31.22,972.39,-0.16,MINOR
30.59,987.71,-11.62,MINOR
16.23,988.26,-0.65,MINOR
25.94,978.8,-11.63,MINOR
34.24,991.51,-4.02,MINOR
19.35,992.02,-2.91,MINOR
25.6,1011.5,1.57,MINOR
34.08,967.02,1.78,MINOR
30.43,984.29,-1.06,MINOR
23.35,992.07,-12.75,MINOR
24.38,994.74,2.73,MINOR
16.09,995.01,-2.37,MINOR
21.22,991.59,-10.02,MINOR
36.67,988.28,-7.14,MINOR
18.2,980.85,-14.79,MINOR
27.52,981.57,-7.86,MINOR
22.91,990.41,-4.59,MINOR
25.14,985.09,-4.84,MINOR
18.18,1007.54,4.65,MINOR
20.75,992.47,-3.09,MINOR
24.55,977.02,-6.56,MINOR
33.06,984.6,-2.03,MINOR
24.64,978.09,-5.84,MINOR
20.9,990.36,-8.58,MINOR
28.71,1006.06,4.91,MINOR
25.01,981.56,-13.91,MINOR
19.7,999.6,-6.63,MINOR
20.05,997.13,-11.64,MINOR
17.77,1002.43,-13.65,MINOR
31.65,976.55,-12.62,MINOR
26.79,994.32,-8.02,MINOR
23.62,1008.21,-12.79,MINOR
15.82,1006.29,4.89,MINOR
20.35,988.05,1.05,MINOR
22.85,980.34,-6.12,MINOR
30.54,996.54,2.32,MINOR
15.23,995.19,0.56,MINOR
25.6,984.25,4.74,MINOR
32.36,982.09,-10.03,MINOR
27.38,986.94,-8.09,MINOR
15.16,986.4,-6.93,MINOR
20.4,981.72,1.55,MINOR
